company,sector,year,revenue_musd,gross_profit_musd,operating_income_musd,net_income_musd,ebitda_musd,cash_musd,current_assets_musd,current_liabilities_musd,total_assets_musd,total_liabilities_musd,equity_musd,total_debt_musd,interest_expense_musd,shares_outstanding_m,stock_price_usd,annual_dividend_per_share_usd,operating_cash_flow_musd,capex_musd
Oracle,Luxury,2017,399014.83,176939.94,53703.3,49493.53,99659.34,27400.3,166103.02,64056.8,577991.2,395287.57,182703.63,110716.75,5251.39,16461,327.15,0,111910.24,55488.05
Oracle,Luxury,2018,405782.45,179940.98,49440.2,50295.83,75582.35,53275.74,152572.65,88249.99,575902.35,392138.86,183763.49,211601.9,9656.87,16461,267.77,0,87978.86,42609.34
Oracle,Luxury,2019,405750.68,179926.89,51725.58,55640.55,84519.56,65235.94,119491.95,79418.33,581642.43,438699.05,142943.38,319254.21,13099.84,16461,498.14,0,51108.69,37168.53
Oracle,Luxury,2020,400844.15,177751.13,50605.9,69107.51,98463.9,51371.23,131681.68,116219.91,660316.88,469549.36,190767.51,158669.3,3661.52,16461,206.71,0,88790.15,26093.66
Oracle,Luxury,2021,394357.09,174874.5,50242.63,55678.11,94646.18,45077.72,235850.59,108151.27,620114.25,377414.12,242700.13,234112.77,8519.96,16461,311.92,0,109158.97,31910.35
Oracle,Luxury,2022,390192.67,173027.82,53916.27,53730.18,70075.41,119461.32,241813.73,63835.17,585365.56,392034.07,193331.49,235201.31,15656.63,16461,226.66,0,69751.16,48626.02
Oracle,Luxury,2023,391913.03,173790.7,62196.08,55591.75,84473.72,49931.4,183754.86,133451.02,580836.04,375467.53,205368.51,278732.22,12739.5,16461,898.01,0,103961.8,7318.31
Oracle,Luxury,2024,401829.47,178188.07,51489.8,49864.98,95313.04,53960.48,178798.55,152508.69,709045.66,462481.69,246563.97,330870.28,16196.08,16461,173.48,0,108501.12,26010.62
Oracle,Luxury,2025,420363.42,186406.8,49669.58,66269.26,93178.05,125600.31,306806.46,169593.5,740582.03,535519.2,205062.83,346522.74,12977.02,16461,1241.34,2.74,85345.8,42542.5
Salesforce,Energy,2014,205563.0,73094.22,40355.17,43420.31,56834.63,29585.07,82921.27,52408.92,427399.52,210234.61,217164.92,91322.66,3299.82,16681,12.64,2.26,61250.91,3359.99
Salesforce,Energy,2015,216093.49,76838.66,50871.87,41961.95,59683.86,60223.62,219799.2,83880.74,552436.84,293608.6,258828.25,103690.4,6658.97,16681,11.82,0.21,74503.46,29078.24
Salesforce,Energy,2016,224875.01,79961.2,49817.87,47282.13,57926.91,55843.06,121003.55,64357.59,594141.37,291940.08,302201.29,214556.3,14217.65,16681,17.91,0,37852.41,31111.02
Salesforce,Energy,2017,230325.44,81899.27,49480.05,46045.68,69783.25,59434.44,115510.19,73773.07,600465.74,338250.25,262215.49,237976.59,5560.42,16681,18.23,1.94,63236.19,11551.5
Salesforce,Energy,2018,231657.32,82372.86,55058.95,60269.49,82630.88,49641.87,118267.88,70500.67,595495.0,300312.53,295182.48,92074.75,2135.7,16681,15.82,0,100652.66,30576.72
Salesforce,Energy,2019,229093.05,81461.05,50247.33,45400.8,59315.94,46487.82,128431.35,68369.1,542289.72,297870.25,244419.47,213463.86,3553.2,16681,14.6,1.15,45359.97,30620.83
Salesforce,Energy,2020,223835.05,79591.41,53544.08,47979.21,73342.69,57188.84,105451.55,55853.96,482315.83,231615.82,250700.01,173103.51,9135.53,16681,30.5,3.44,44154.55,17133.8
Salesforce,Energy,2021,217792.09,77442.65,51874.74,52536.52,76008.78,107180.54,211814.69,85661.7,564850.62,293996.95,270853.68,112138.88,7499.31,16681,8.25,0,54418.95,17601.02
Salesforce,Energy,2022,213123.55,75782.61,42196.7,42266.84,48882.28,92782.13,169518.63,60631.27,525975.6,283504.24,242471.36,171993.56,9037.94,16681,46.52,4.17,57782.68,22547.04
Salesforce,Energy,2023,211710.27,75280.07,43317.68,45251.3,56220.16,22225.0,101899.74,51243.35,486437.11,286867.52,199569.58,86407.08,5919.78,16681,62.06,4.55,59018.4,5478.71
Salesforce,Energy,2024,214681.15,76336.46,47262.17,45955.67,72627.63,40842.01,231923.84,50864.17,553958.64,318030.98,235927.66,106973.1,2947.44,16681,13.79,0,89269.56,14708.54
Salesforce,Energy,2025,222114.51,78979.62,49557.26,44670.97,60562.71,91053.06,194238.5,110582.51,560557.33,322978.51,237578.81,218418.72,10343.0,16681,10.27,0,72469.15,4128.66
Adobe,Luxury,2014,184546.0,109067.52,40899.37,40978.88,56908.71,22817.77,142454.47,90240.08,385742.59,298002.98,87739.6,180891.48,11796.02,7457,379.42,0,36925.44,3711.79
Adobe,Luxury,2015,207936.71,122891.53,49274.51,54732.45,69847.4,59105.86,159005.25,50001.6,473805.33,312838.64,160966.69,130069.64,7762.96,7457,358.2,5.86,74146.03,4483.74
Adobe,Luxury,2016,231931.89,137072.8,46528.32,49277.82,63342.44,76408.41,208373.27,76247.13,567889.97,384464.74,183425.23,244619.32,5127.13,7457,363.21,0,52026.17,8785.74
Adobe,Luxury,2017,254619.11,150481.04,55065.18,58122.75,83986.16,67527.22,211723.89,121615.55,598046.16,503584.97,94461.2,276611.46,15949.72,7457,632.31,0,81605.64,34408.67
Adobe,Luxury,2018,274488.97,162224.22,59014.78,52296.93,77716.65,40488.79,174940.69,139785.25,697233.0,476134.13,221098.88,275248.93,7073.39,7457,581.54,0,94576.27,17239.91
Adobe,Luxury,2019,290951.49,171953.65,66755.02,72891.93,89731.99,74046.56,179732.61,176656.62,777269.55,589109.55,188160.0,189987.57,9131.04,7457,714.32,0,80324.88,33332.33
Adobe,Luxury,2020,304695.86,180076.63,65787.42,69058.65,96459.54,27332.52,176838.95,189232.76,694866.45,534805.92,160060.52,366889.22,9446.87,7457,561.97,0,86934.61,27630.79
Adobe,Luxury,2021,317768.14,187802.41,73045.03,68085.19,84164.06,27977.74,159191.85,152455.79,650409.28,448740.78,201668.5,242171.38,8280.62,7457,260.51,1.97,56804.09,34825.55
Adobe,Luxury,2022,333295.54,196979.17,70875.69,69802.15,91880.87,38715.52,230356.15,184605.23,884576.46,683898.64,200677.82,221341.52,4975.74,7457,448.92,0,104345.94,37734.53
Adobe,Luxury,2023,354870.4,209730.01,70856.81,71160.46,111646.67,77589.99,366062.06,195916.82,951540.16,703490.2,248049.96,185155.2,6298.98,7457,1723.23,0,118833.83,19402.88
Adobe,Luxury,2024,385701.7,227951.45,89521.37,74001.38,121898.59,75645.69,220986.67,271286.61,979234.89,784401.86,194833.03,424437.94,21665.05,7457,110.83,0,143130.87,40126.94
Adobe,Luxury,2025,427724.74,252787.26,98758.93,96038.35,132078.63,50073.05,312201.24,142837.2,1139879.5,816291.9,323587.6,352330.6,5354.98,7457,1403.27,2.81,162452.77,22830.64
Cisco,Retail,2014,183862.0,104862.29,46973.22,40364.53,60852.22,32403.02,59549.63,33757.69,223012.15,101562.16,121449.99,39057.26,585.74,15640,456.28,0,59957.71,12651.71
Cisco,Retail,2015,195140.26,111294.64,51241.84,44032.27,63856.38,9583.16,60506.88,32378.39,243841.34,101838.07,142003.28,41827.22,2063.19,15640,420.24,0,61551.04,7138.54
Cisco,Retail,2016,205023.93,116931.61,53645.55,47435.44,70990.05,24202.12,57405.01,36755.43,243026.52,102265.54,140760.98,57147.76,2813.01,15640,437.14,0,50204.06,27490.68
Cisco,Retail,2017,212013.47,120917.96,55310.9,51836.3,69447.56,62179.81,125757.79,37424.48,314517.69,127844.25,186673.44,84384.25,1863.15,15640,419.85,0,58738.55,13386.3
Cisco,Retail,2018,215290.93,122787.2,49550.18,43048.55,56147.39,31899.92,86322.18,47239.58,333730.73,143589.37,190141.36,70914.4,2451.54,15640,334.27,0,55265.64,22604.24
Cisco,Retail,2019,214956.11,122596.24,54484.74,49226.77,64587.94,25208.41,109063.82,24793.82,260289.57,103029.89,157259.68,38764.1,1386.67,15640,1013.38,0,56645.16,19885.29
Cisco,Retail,2020,212043.1,120934.86,52887.01,42487.03,71267.99,41224.93,88677.3,20906.4,269786.05,102143.36,167642.69,31639.98,2124.59,15640,432.3,4.95,51124.29,26646.63
Cisco,Retail,2021,208303.37,118801.98,51726.95,45673.57,59866.26,44213.57,123783.61,44829.39,311397.83,143009.9,168387.93,88469.09,2606.51,15640,1418.59,0,35950.81,12576.57
Cisco,Retail,2022,205799.26,117373.81,51466.56,47795.65,64172.15,29773.05,82466.41,19625.23,283370.59,108278.81,175091.78,48282.3,1299.55,15640,1246.55,0,78582.29,17574.45
Cisco,Retail,2023,206401.32,117717.18,46031.77,53031.78,62608.75,12764.94,95695.54,18514.92,300137.32,120970.65,179166.67,53719.48,2575.62,15640,379.46,0,59143.55,9713.78
Cisco,Retail,2024,211311.25,120517.46,53790.34,48032.23,72686.18,36863.53,120534.86,39064.41,310375.02,125719.28,184655.74,91055.98,5212.28,15640,668.38,6.31,44455.58,19638.82
Cisco,Retail,2025,220731.24,125889.98,55470.52,46605.61,62673.92,51648.3,129305.67,23254.04,335816.02,144329.05,191486.98,95193.62,2630.02,15640,987.12,5.15,60830.11,30780.78
Broadcom,Media,2014,511695.0,137995.96,63659.51,63285.84,95533.09,154029.73,392749.92,196953.32,1085819.19,758183.97,327635.22,301724.4,8598.8,3786,488.43,5.04,117418.86,22430.7
Broadcom,Media,2015,602948.89,162605.67,72382.17,104939.47,118590.45,265255.68,505522.74,193757.73,1371427.39,889260.08,482167.31,377610.05,17593.81,3786,461.01,0,116751.98,79319.03
Broadcom,Media,2016,703319.42,189674.0,92436.96,109362.0,153323.17,116058.21,395252.04,249253.77,1556376.08,995762.34,560613.73,584661.41,14112.53,3786,406.27,0,138928.5,65652.29
Broadcom,Media,2017,807469.14,217761.51,127499.44,113214.9,223967.79,250487.62,476052.24,317919.9,1885542.81,1281282.1,604260.71,890558.9,29213.13,3786,428.69,5.37,174875.44,53571.75
Broadcom,Media,2018,910337.95,245503.59,128169.68,158969.24,215697.45,102915.18,629174.97,412330.81,2242261.49,1404336.36,837925.12,592302.0,16461.63,3786,584.11,0,142652.52,57011.63
Broadcom,Media,2019,1009116.09,272142.47,134859.38,144774.4,244954.82,235823.16,663384.86,325188.26,2172774.95,1525496.98,647277.97,471126.16,13601.62,3786,450.33,0,263538.15,36855.53
Broadcom,Media,2020,1105172.1,298047.24,179613.02,188856.1,215460.69,142175.24,604456.11,316309.76,2642464.52,1811450.45,831014.06,957055.85,47868.93,3786,298.79,0,136730.73,23945.55
Broadcom,Media,2021,1205359.25,325066.11,147889.01,191871.09,272164.15,213855.78,695323.85,455015.97,2724669.81,1821771.34,902898.47,540377.32,37633.25,3786,643.65,0,320058.76,41640.88
Broadcom,Media,2022,1322143.07,356560.84,203238.41,166765.75,273549.67,409642.09,1208963.39,650233.15,3293113.1,2115256.25,1177856.85,806599.68,9279.55,3786,473.67,0,246159.9,123869.71
Broadcom,Media,2023,1472182.11,397023.97,220183.33,196219.03,356290.9,201088.9,1036210.0,294667.78,3021490.36,1810458.17,1211032.19,1065319.29,50572.15,3786,522.48,0,404579.33,141344.06
Broadcom,Media,2024,1673347.39,451275.03,236285.32,264352.21,425316.98,418724.11,942707.14,392857.24,3248619.13,2211738.24,1036880.89,745638.54,17991.93,3786,546.4,0.93,525108.6,127409.56
Broadcom,Media,2025,1940625.52,523355.66,249194.46,260317.27,477526.64,683996.62,1361355.58,644949.47,4768787.85,2859084.24,1909703.6,1044396.25,44842.48,3786,1542.09,0,500129.36,260185.89
SAP,Industrial,2014,423297.0,117479.83,74145.11,72066.98,102840.78,62723.0,124049.94,37741.18,352190.21,181496.76,170693.45,133358.66,2204.09,563,485.88,0,115691.58,29424.86
SAP,Industrial,2015,496265.77,137731.23,83633.41,78415.82,113984.68,91486.92,204873.27,43915.41,519260.05,285613.79,233646.27,95214.77,1072.49,563,429.35,0,86848.64,38353.81
SAP,Industrial,2016,575951.92,159846.95,85639.85,79489.75,135911.06,29429.74,163739.11,94078.86,553896.19,297364.02,256532.17,136972.59,3573.04,563,418.21,0,99438.64,51403.98
SAP,Industrial,2017,657899.21,182590.21,88956.63,95311.05,139129.31,104550.9,221370.03,95827.38,542143.41,297494.35,244649.06,104836.74,5914.39,563,419.43,0,104064.46,48904.99
SAP,Industrial,2018,737965.2,204811.34,125373.29,113851.62,207195.35,98134.13,241103.86,154308.62,769103.14,445765.81,323337.33,226393.47,5718.13,563,997.67,0,197304.53,71595.61
SAP,Industrial,2019,813905.85,225887.55,142139.44,147331.2,180588.24,42527.37,248163.36,145296.38,687363.53,406806.49,280557.03,162945.58,7336.16,563,599.41,0,168020.29,18064.32
SAP,Industrial,2020,886875.69,246139.25,153431.62,174781.25,252434.23,109321.57,264830.11,113597.02,764773.56,378287.24,386486.32,271756.34,5629.27,563,385.96,0,260084.77,104033.13
SAP,Industrial,2021,962385.67,267095.93,169650.71,161417.61,260401.4,218868.32,400785.74,170082.63,1000931.15,599362.16,401568.99,421990.85,24529.63,563,812.75,0,310026.74,91899.8
SAP,Industrial,2022,1050294.04,291493.6,146860.26,157514.72,199011.6,94682.92,175120.6,102792.0,909576.81,528425.71,381151.1,228475.65,13797.77,563,1640.92,0,214383.68,113146.94
SAP,Industrial,2023,1163573.41,322932.62,155153.34,189360.09,190524.59,246209.17,464004.67,154570.5,1136658.6,612457.73,524200.87,153717.42,8423.7,563,728.43,0,232496.1,65444.91
SAP,Industrial,2024,1315885.7,365204.64,181068.57,260868.16,306666.41,69861.42,323995.56,154087.22,1382773.42,701023.64,681749.78,469855.78,10671.51,563,2493.47,0,220746.39,104536.06
SAP,Industrial,2025,1518355.96,421397.27,220820.69,297076.96,306140.11,105640.29,372864.63,246601.07,1494646.44,759644.18,735002.26,415579.65,6767.79,563,190.35,4.06,370558.98,190098.36
Toyota,Technology,2014,498830.0,152518.24,61399.21,54112.33,96770.93,21057.76,146868.97,65422.45,371341.05,268357.3,102983.75,163245.69,6293.84,12072,89.04,0,62065.71,33923.95
Toyota,Technology,2015,576467.09,176255.93,68915.69,69641.09,110055.93,40603.23,162039.57,62320.37,411706.53,254169.3,157537.23,77760.71,2163.75,12072,81.9,0,122224.64,42557.2
Toyota,Technology,2016,659476.41,201636.19,76675.57,87101.64,127285.73,24818.25,102074.9,71200.31,553685.46,385288.92,168396.54,106400.15,5860.0,12072,126.73,0,132177.54,69216.53
Toyota,Technology,2017,742549.17,227035.85,100771.48,83437.97,143273.47,106766.14,232250.05,123993.03,632738.2,415470.32,217267.88,306118.78,3396.43,12072,101.04,0,91064.96,88527.62
Toyota,Technology,2018,821021.57,251028.93,76677.86,84246.82,156838.46,30750.69,166279.91,67713.5,581712.74,345107.81,236604.92,245300.82,12920.6,12072,165.58,0,175123.82,37088.36
Toyota,Technology,2019,892576.98,272907.14,93585.03,132626.6,179217.04,58307.55,160441.23,133689.26,599566.88,407552.99,192013.89,203499.33,4822.22,12072,50.41,0,209431.75,64735.87
Toyota,Technology,2020,958709.64,293127.33,102269.11,139388.13,151331.78,35124.85,218871.7,182513.45,795708.35,547124.03,248584.32,367638.12,4536.51,12072,126.14,0,184369.72,113092.21
Toyota,Technology,2021,1025477.93,313541.86,92973.11,149124.95,194653.52,111876.77,315598.85,175470.32,790589.05,568863.66,221725.39,306845.1,11899.62,12072,196.74,3.15,205172.01,136765.03
Toyota,Technology,2022,1103166.08,337295.16,103541.81,155766.98,163698.46,36408.36,156278.52,79036.64,782780.07,458938.84,323841.23,239958.04,4796.44,12072,60.65,0,132580.05,138361.92
Toyota,Technology,2023,1204693.63,368337.41,119708.45,180015.58,236829.24,36204.92,205212.15,108966.03,923964.33,552865.7,371098.63,277306.75,13432.49,12072,88.35,0,216726.38,153986.71
Toyota,Technology,2024,1342931.37,410603.87,175203.64,159187.14,330638.58,60017.37,400950.98,135918.36,1018251.04,751303.47,266947.57,552639.17,9524.05,12072,492.77,0,212951.88,80834.89
Toyota,Technology,2025,1527432.68,467015.5,190169.39,167576.15,299504.76,146448.05,365207.1,220378.95,1252297.27,889007.29,363289.98,417465.08,16922.24,12072,68.45,0,248334.32,154758.25
BMW,Retail,2014,362457.0,185795.04,41085.05,57244.16,77445.43,84538.77,184134.77,175760.71,737515.21,494829.78,242685.43,229378.22,10747.49,8110,140.9,3.76,70644.7,12720.22
BMW,Retail,2015,420968.81,215788.12,54476.05,62228.48,89725.05,25102.89,187696.06,108234.43,936168.55,708812.98,227355.57,499696.79,30470.84,8110,161.7,0,110564.1,10607.86
BMW,Retail,2016,484000.87,248098.28,50384.4,56746.75,82703.98,58973.91,281708.31,183444.2,950688.27,598565.84,352122.43,325271.21,6832.44,8110,169.15,0,83193.62,19367.19
BMW,Retail,2017,547701.05,280750.92,75387.44,87013.33,104545.71,120792.98,268100.43,233257.59,1015517.73,660229.91,355287.82,382871.05,24783.6,8110,173.53,6.17,97975.15,40670.91
BMW,Retail,2018,608617.44,311976.59,83352.32,75274.3,125601.26,74238.59,251267.9,192536.48,1267764.6,893522.35,374242.24,635378.55,21295.45,8110,227.29,0,85620.36,6540.43
BMW,Retail,2019,664977.55,340866.72,92869.35,88677.08,149282.67,68260.99,266255.37,218680.74,1327981.26,816680.22,511301.04,389002.71,20707.46,8110,176.17,0,178061.91,53729.31
BMW,Retail,2020,717827.13,367957.35,76891.05,99067.97,137195.51,75449.21,256183.05,178251.92,1282261.69,969367.83,312893.85,327733.15,9492.49,8110,70.38,0,114897.29,51807.95
BMW,Retail,2021,771668.13,395556.19,75380.45,99614.72,110369.64,58059.75,329643.12,228897.91,1446141.6,1057004.29,389137.31,318246.31,21658.95,8110,90.46,0,87070.14,56598.61
BMW,Retail,2022,834289.2,427655.67,98974.01,128738.54,161549.16,54505.63,375643.94,311052.04,1416665.8,1049429.0,367236.81,717268.51,18593.46,8110,276.48,0,153722.96,62607.66
BMW,Retail,2023,915638.01,469354.97,126371.01,122527.85,204751.75,112386.54,553951.9,242372.64,1897371.94,1253815.78,643556.16,814131.15,12905.09,8110,536.56,0,129532.52,81695.13
BMW,Retail,2024,1025823.14,525835.75,125057.63,116291.81,200781.15,239268.36,547757.78,276794.6,2264503.72,1594532.49,669971.23,1152615.07,18560.03,8110,870.44,3.95,185026.55,92232.95
BMW,Retail,2025,1172606.3,601076.62,164991.4,145500.01,234609.69,178995.71,589937.67,396103.55,2405593.25,1411987.26,993605.99,862536.87,21549.87,8110,140.01,0,279019.62,51721.89
Volkswagen,Retail,2014,319118.0,147226.24,25313.32,30152.06,48150.0,47224.22,247539.71,78495.61,598057.49,280731.39,317326.1,169538.26,10481.53,8763,35.91,5.8,53470.95,30509.64
Volkswagen,Retail,2015,377132.78,173991.57,44063.6,37711.44,76319.66,90705.91,279774.88,67339.86,712487.73,356717.35,355770.38,207268.71,6709.11,8763,34.44,0,91890.58,34423.0
Volkswagen,Retail,2016,441204.61,203551.34,54095.42,51768.51,89006.85,56850.36,202084.37,70298.72,707395.23,351632.38,355762.85,170438.68,8525.01,8763,29.46,0,108933.31,22728.36
Volkswagen,Retail,2017,508027.26,234380.22,57507.86,47068.96,92236.17,73197.42,152653.39,113831.72,833599.42,384759.23,448840.19,273575.05,18483.01,8763,60.22,3.09,98523.4,16296.32
Volkswagen,Retail,2018,574430.36,265015.53,67615.2,62780.57,112393.65,42403.35,323905.23,78295.15,888165.29,366244.38,521920.91,207737.15,11024.6,8763,61.76,0,95367.63,7187.76
Volkswagen,Retail,2019,638630.31,294634.4,54860.61,66782.8,91305.78,67813.41,259774.24,106148.25,1234506.78,538759.64,695747.15,183071.31,6241.4,8763,34.86,0,104482.45,25821.77
Volkswagen,Retail,2020,701474.61,323627.85,84229.14,84928.31,154092.16,154096.17,297475.1,193258.85,1319460.37,688867.37,630593.0,390843.27,21150.9,8763,16.89,0,131684.32,10048.66
Volkswagen,Retail,2021,767312.37,354002.34,58311.31,98972.05,97135.3,92824.0,307875.28,137317.21,1362577.5,567702.67,794874.84,248250.91,15434.97,8763,32.19,0,92446.28,89860.08
Volkswagen,Retail,2022,844127.02,389441.06,95578.26,101537.86,178298.5,71495.07,270434.65,120184.75,1319468.72,640285.05,679183.67,471718.27,19648.99,8763,102.85,4.68,148719.66,45204.05
Volkswagen,Retail,2023,942680.54,434909.08,107041.84,106385.96,186318.14,107732.15,315526.52,221683.25,1581452.54,740476.58,840975.96,374486.78,4714.32,8763,99.78,0,124493.52,76728.65
Volkswagen,Retail,2024,1074639.42,495788.79,105215.35,120009.61,199733.74,191922.59,566460.06,201764.72,1927183.12,823381.6,1103801.52,280234.35,8232.29,8763,47.28,0,236084.47,139785.69
Volkswagen,Retail,2025,1249948.29,576668.17,129288.58,143660.51,238528.18,315480.67,685411.9,192702.16,2011410.78,894072.57,1117338.21,546112.28,33700.42,8763,108.69,0,287126.62,151194.13
LVMH,Energy,2014,101298.0,40601.92,5348.66,5631.11,15832.96,9255.88,59735.68,16215.55,165226.06,60383.46,104842.6,27201.33,364.78,15374,34.25,2.51,19658.33,8754.7
LVMH,Energy,2015,123653.28,49562.29,3599.6,5917.28,9959.64,8563.2,62596.33,22573.25,155037.24,65523.38,89513.86,41613.58,2851.66,15374,31.9,0,9627.81,4467.12
LVMH,Energy,2016,149421.53,59890.64,4898.16,7371.38,20414.07,10603.52,45455.81,22455.95,194280.67,78155.21,116125.47,47896.88,1194.54,15374,41.4,0,19031.84,19579.62
LVMH,Energy,2017,177714.13,71230.78,5675.93,10919.99,21086.61,17784.51,76910.56,26327.33,271660.49,120993.46,150667.03,79058.5,3686.71,15374,27.42,0,13131.2,2268.54
LVMH,Energy,2018,207555.44,83191.67,6263.36,9218.09,13223.22,27067.72,74956.47,16656.99,269391.45,98616.14,170775.31,45271.42,1832.94,15374,46.59,3.42,14776.97,10397.96
LVMH,Energy,2019,238346.1,95533.08,5199.65,14440.52,20747.72,26089.05,142160.08,38539.18,387612.61,173136.57,214476.04,103430.27,5578.74,15374,23.74,0,17229.01,25869.65
LVMH,Energy,2020,270415.92,108387.2,5408.32,14662.38,22320.07,60643.52,112350.91,43702.15,350529.37,129575.59,220953.78,53624.65,771.22,15374,34.31,3.93,24205.04,34625.76
LVMH,Energy,2021,305530.31,122461.63,13013.15,16762.32,43807.82,38054.73,76175.75,42988.39,397518.17,139690.07,257828.1,92207.45,1167.92,15374,24.05,0,35069.49,3838.91
LVMH,Energy,2022,347177.6,139154.55,6943.55,21154.56,25649.41,28198.96,136260.41,61352.67,437539.38,186008.81,251530.56,47388.56,3114.33,15374,72.58,0,17311.85,17862.74
LVMH,Energy,2023,400470.21,160515.12,17375.58,21112.81,35627.42,51538.46,239545.77,83839.52,627857.19,237500.26,390356.93,135188.08,4178.15,15374,37.68,2.08,27865.2,42156.48
LVMH,Energy,2024,471552.7,189006.16,17823.93,26616.78,55724.48,136870.82,258288.15,93081.67,755775.35,278356.81,477418.54,169537.27,3024.51,15374,91.0,0,39206.94,36945.22
LVMH,Energy,2025,566527.9,227073.8,11330.56,33027.64,49390.69,55303.9,306052.08,53415.74,900322.75,347924.17,552398.57,148876.6,7363.85,15374,106.63,0,38063.23,55506.8
Nike,Industrial,2014,150463.0,66236.34,35062.84,32094.3,49467.36,17709.82,43034.21,28287.22,172417.96,138799.35,33618.6,77974.18,3527.89,3251,404.15,0,34433.22,19691.23
Nike,Industrial,2015,166337.23,73224.44,41673.47,42675.34,54214.39,16817.93,55195.51,46209.96,230698.29,150715.55,79982.74,71743.67,4366.28,3251,459.7,0,37504.1,21508.73
Nike,Industrial,2016,182033.78,80134.32,45891.99,39065.26,60221.68,35063.85,98209.98,46636.96,248322.14,179017.94,69304.21,51992.26,1498.57,3251,441.77,0,63831.7,24088.72
Nike,Industrial,2017,196072.07,86314.21,41523.55,40285.33,58299.43,11530.94,72953.52,38809.14,294202.1,228461.18,65740.92,149278.3,4602.47,3251,506.88,5.63,43119.86,20622.0
Nike,Industrial,2018,207387.64,91295.52,45109.96,54070.95,59012.0,36389.4,106392.08,37429.3,280001.53,184609.07,95392.47,137475.68,5436.94,3251,830.18,0,64510.83,28041.62
Nike,Industrial,2019,215680.95,94946.37,46264.2,44411.32,63634.91,22998.08,83124.57,61665.41,319577.2,249612.21,69964.99,144740.21,2652.34,3251,300.61,2.12,39140.73,10741.33
Nike,Industrial,2020,221610.83,97556.8,55857.1,60536.21,70298.65,24127.33,75915.03,53685.23,289435.41,202819.57,86615.84,67954.76,3655.09,3251,815.1,0,49306.85,25811.33
Nike,Industrial,2021,226760.81,99823.91,55409.06,45482.52,63403.36,39736.7,96339.54,78296.34,332996.91,230760.55,102236.36,118783.29,2163.91,3251,437.74,0,40980.83,28674.18
Nike,Industrial,2022,233356.75,102727.55,53955.08,51670.3,77311.15,55633.84,109807.95,61026.87,264798.53,199874.93,64923.6,129314.23,1953.34,3251,196.22,0,49487.14,20074.94
Nike,Industrial,2023,243777.64,107315.01,61001.45,65571.84,83500.36,19290.9,51985.53,68268.68,275631.78,219983.23,55648.55,78795.73,1040.44,3251,715.77,0,94603.04,3737.92
Nike,Industrial,2024,259961.4,114439.37,60303.44,49666.79,85159.8,27152.57,96758.8,82851.34,387011.84,317909.27,69102.57,143722.99,5933.62,3251,496.29,0,70555.18,31309.27
Nike,Industrial,2025,282849.17,124514.95,64004.88,65230.06,81812.83,50255.29,151129.12,79789.77,366341.94,293262.32,73079.63,116315.93,3544.91,3251,1230.98,0,56874.49,16049.6
McDonald's,Media,2014,342297.0,72867.03,8551.43,21856.48,24701.3,45476.01,229561.06,85368.2,797035.8,289677.97,507357.83,160638.24,1816.08,13128,37.71,0,25490.64,23738.43
McDonald's,Media,2015,395824.46,84261.78,16579.95,22895.91,37483.58,145262.27,326876.84,54998.22,794016.91,240425.77,553591.15,106178.32,7398.56,13128,42.0,0,38066.43,14459.79
McDonald's,Media,2016,453111.37,96456.82,28556.48,28263.49,61851.54,90562.85,351399.04,107147.49,960746.4,305783.56,654962.84,85985.66,3626.76,13128,37.25,3.41,72589.71,29925.19
McDonald's,Media,2017,510514.99,108676.71,13701.61,36174.89,46861.71,117391.45,327619.06,118133.3,1246306.42,416367.76,829938.66,309709.15,12190.12,13128,61.41,0,49818.42,55092.85
McDonald's,Media,2018,564826.97,120238.47,13022.04,44376.01,76720.54,170384.22,323861.42,142617.11,1270685.94,430252.51,840433.43,296086.51,12270.13,13128,51.24,4.68,72568.82,35738.98
McDonald's,Media,2019,614446.57,130801.32,30740.09,34024.31,71062.87,42478.08,306372.71,126108.18,1157289.88,395720.5,761569.38,286436.86,18861.96,13128,66.95,0,68615.6,38208.94
McDonald's,Media,2020,660393.99,140582.45,19402.7,51118.57,44349.4,135663.68,283480.49,122287.46,1437103.93,478456.84,958647.1,134956.73,6148.79,13128,48.33,0,47631.29,82342.76
McDonald's,Media,2021,706838.05,150469.31,28938.9,45148.29,75969.24,163654.07,302919.89,136584.57,1580543.38,480609.32,1099934.06,134633.85,7631.45,13128,29.39,2.74,66195.79,8033.57
McDonald's,Media,2022,760872.85,161972.05,42870.04,44633.29,93461.37,80419.06,324443.07,156045.77,1654253.35,484412.83,1169840.52,348359.27,12837.12,13128,22.1,0,98142.47,73498.36
McDonald's,Media,2023,831429.41,176991.9,31356.91,46221.92,117341.06,91801.26,509331.01,150269.73,1766063.8,534910.45,1231153.35,224686.64,14896.69,13128,30.24,0,131949.11,30236.39
McDonald's,Media,2024,927427.93,197427.74,39295.06,68880.79,120246.25,66827.49,430852.25,227386.2,1881093.91,642626.77,1238467.14,467559.08,8537.88,13128,224.71,0,122641.63,43013.12
McDonald's,Media,2025,1055518.89,224695.31,66024.4,79746.18,172780.35,97868.9,658377.13,109835.81,2276751.21,716038.52,1560712.7,497030.39,20995.34,13128,28.96,0,142954.59,104217.0
Starbucks,Energy,2014,394190.0,71085.31,26032.89,28080.66,58441.34,147546.27,283234.94,115588.57,842185.82,363172.6,479013.22,133640.8,3567.94,10078,469.87,0.24,44719.29,49296.42
